Артикул	Группа товара	Дата продажи
IT010015844	Средство для посудомоечной машины	07.04.2017
IT010015845	Картридж с жидким мылом	08.04.2017
IT010015846	Платки носовые	09.04.2017
IT010015847	Средство по уходу за зеркалами и стеклами	10.04.2017
IT010015848	Стиральный порошок-автомат	11.04.2017
IT010015849	Средство для чистки кафеля	12.04.2017
IT010015850	Средство от накипи	13.04.2017
IT010015851	Пакеты для завтрака	14.04.2017
IT010015852	Гель для туалетов	15.04.2017
IT010015853	Сода кальцинированная	16.04.2017
IT010015854	Чистящий порошок универсальный	17.04.2017
IT010015855	Микроспрей	18.04.2017
IT010015856	Средство для чистки плит	19.04.2017
IT010015857	Дозатор	20.04.2017
IT010015858	Стиральный порошок ручной	21.04.2017
IT010015859	Мыло жидкое	22.04.2017
IT010015860	Мыло кусковое	23.04.2017
IT010015861	Отбеливатель	24.04.2017
IT010015862	Зубная паста	25.04.2017
IT010015863	Пятновыводитель	26.04.2017
IT010015864	Салфетки бумажные	27.04.2017
IT010015865	Стиральный порошок универсальный	28.04.2017
IT010015866	Средство для мытья посуды	29.04.2017
IT010015867	Средство для прочистки труб	03.05.2017
IT010015868	Перчатки тканевые	04.05.2017
IT010015869	Антистатик спрей	05.05.2017
IT010015870	Освежитель воздуха	06.05.2017
IT010015871	Пена/соль для ванн	07.05.2017
IT010015872	Запасной баллон для освежителя	08.05.2017
IT010015873	Средство для ухода за мебелью	10.05.2017
IT010015874	Средство для чистки металлических изделий	11.05.2017
IT010015875	Средство для мытья пола	12.05.2017
IT010015876	Кондиционер для белья	13.05.2017
IT010015877	Перчатки резиновые	14.05.2017
IT010015878	Средство для дезинфекции	15.05.2017
IT010015879	Покрытие одноразовое для унитаза	16.05.2017
IT010015880	Бумажное полотенце	17.05.2017
IT010015881	Подвеска для унитаза	18.05.2017
IT010015882	Средство для посудомоечной машины	19.05.2017
IT010015883	Картридж с жидким мылом	20.05.2017
IT010015884	Платки носовые	21.05.2017
IT010015885	Средство по уходу за зеркалами и стеклами	22.05.2017
IT010015886	Стиральный порошок-автомат	23.05.2017
IT010015887	Средство для чистки кафеля	24.05.2017
IT010015888	Средство от накипи	25.05.2017
IT010015889	Пакеты для завтрака	26.05.2017
IT010015890	Гель для туалетов	27.05.2017
IT010015891	Сода кальцинированная	28.05.2017
IT010015892	Чистящий порошок универсальный	29.05.2017
IT010015893	Микроспрей	30.05.2017
IT010015894	Средство для чистки плит	01.06.2017
IT010015895	Дозатор	02.06.2017
IT010015896	Стиральный порошок ручной	03.06.2017
IT010015897	Мыло жидкое	04.06.2017
IT010015898	Мыло кусковое	05.06.2017
IT010015899	Отбеливатель	06.06.2017
IT010015900	Зубная паста	07.06.2017
IT010015901	Пятновыводитель	08.06.2017
IT010015902	Салфетки бумажные	09.06.2017
IT010015903	Стиральный порошок универсальный	10.06.2017
IT010015904	Средство для мытья посуды	11.06.2017
IT010015905	Средство для прочистки труб	12.06.2017
IT010015906	Перчатки тканевые	13.06.2017
IT010015907	Антистатик спрей	14.06.2017
IT010015908	Освежитель воздуха	15.06.2017
IT010015909	Пена/соль для ванн	16.06.2017
IT010015910	Запасной баллон для освежителя	17.06.2017
IT010015911	Средство для ухода за мебелью	18.06.2017
IT010015912	Средство для чистки металлических изделий	19.06.2017
IT010015913	Средство для мытья пола	20.06.2017
IT010015914	Кондиционер для белья	21.06.2017
IT010015915	Перчатки резиновые	22.06.2017
IT010015916	Средство для дезинфекции	23.06.2017
IT010015917	Покрытие одноразовое для унитаза	24.06.2017
IT010015918	Бумажное полотенце	25.06.2017
IT010015919	Подвеска для унитаза	26.06.2017
IT010015920	Средство для посудомоечной машины	27.06.2017
IT010015921	Картридж с жидким мылом	28.06.2017
IT010015922	Платки носовые	29.06.2017
IT010015923	Средство по уходу за зеркалами и стеклами	01.07.2017
IT010015924	Стиральный порошок-автомат	02.07.2017
IT010015925	Средство для чистки кафеля	03.07.2017
IT010015926	Средство от накипи	04.07.2017
IT010015927	Пакеты для завтрака	05.07.2017
IT010015928	Гель для туалетов	06.07.2017
IT010015929	Сода кальцинированная	07.07.2017
IT010015930	Чистящий порошок универсальный	08.07.2017
IT010015931	Микроспрей	09.07.2017
IT010015932	Средство для чистки плит	10.07.2017
IT010015933	Дозатор	11.07.2017
IT010015934	Стиральный порошок ручной	12.07.2017
null	Мыло жидкое	13.07.2017
IT010015936	Мыло кусковое	14.07.2017
IT010015937	Отбеливатель	15.07.2017
IT010015938	Зубная паста	16.07.2017
IT010015939	Пятновыводитель	17.07.2017
IT010015940	Салфетки бумажные	18.07.2017
IT010015941	Стиральный порошок универсальный	19.07.2017
IT010015942	Средство для мытья посуды	20.07.2017
IT010015943	Средство для прочистки труб	21.07.2017
